이름,성별,생년월일,우편번호,주소,나이,휴대폰번호,가입일자,가입기간,수신총잔액 ,신용대출한도 ,신용등급,담보대출한도 ,년간환전액
선우효청,F,19820413,048584,경기 고양시 장항동,38,010-3912-9472,2003-10-02,14,1561992,251100000,2,502200000,0
선응주,M,19550420,001880,서울 관악구 신림본동,65,010-7271-3925,2003-06-16,15,432898,243900000,4,487800000,0
망절엠마아영,M,19341109,048580,경기 고양시 마두동,86,010-3614-6693,2005-06-09,13,12798,67000000,6,134000000,0
대송해,F,19790802,002401,서울 금천구 독산3동,41,010-9747-2332,2003-04-21,15,41672,13600000,7,27200000,187700000
림야문,M,19730212,005520,서울 양천구 신정1동,47,010-7532-3504,2009-12-28,8,17318055,34200000,7,68400000,0
원광찬,F,19820925,006506,서울 은평구 진관내동,38,010-2067-0213,2007-02-09,11,765422,14500000,5,29000000,0
방응인,M,19540401,003292,서울 동대문구 이문동,66,010-2534-3238,2008-04-02,10,2342017,5200000,9,10400000,0
명효섬,F,19511014,004529,서울 성동구 마장동,69,010-2802-5086,2007-07-29,10,2433947,8000000,9,16000000,7800000
염파울진,M,19491223,021157,경기 김포시 장기동,71,010-7420-2259,2005-09-05,12,976491,338000000,3,676000000,0
궉룡치,M,19680209,040092,전북 남원시 조산동,52,010-8089-1817,2001-11-03,16,432071,22700000,3,45400000,0
로하이디최,F,19670416,019716,강원 횡성군 횡성읍,53,010-4865-2816,2006-08-23,11,944135,21500000,8,43000000,0
섭지숙,M,19700503,016820,울산 동구 주전동,50,010-3336-4423,2008-07-29,9,6597745,496800000,3,993600000,0
진행소,M,19700410,019859,경기 고양시 삼송동,50,010-1282-5743,2011-05-11,7,10039011,33000000,4,66000000,0
서유리수,F,19720627,020138,경기 고양시 사리현동,48,010-5002-6084,2004-06-21,14,22348787,623300000,1,1246600000,0
송해든,M,19420331,047485,충북 음성군 금왕읍,78,010-1830-2782,2005-10-26,12,4550723,58400000,6,116800000,0
관흥근,F,19681230,028554,경남 사천시 정동면,52,010-4628-5844,2003-10-23,14,36162,25200000,5,50400000,0
빙렉싱턴,F,19651015,025623,경기 파주시 검산동,55,010-5869-3982,2003-10-06,14,20114342,171500000,2,343000000,0
예작,M,19790820,020175,경기 고양시 일산2동,41,010-6425-9609,2002-08-12,15,7313190,14100000,7,28200000,0
해병록,F,19480112,021528,경기 고양시 백석2동,72,010-8275-5559,2010-02-07,8,143702,4700000,10,9400000,0
황목은휴,M,19700819,005600,서울 영등포구 당산동4가,50,010-6847-8541,2004-01-06,14,880789,38300000,4,76600000,0
권인목,F,19370406,026510,경기 화성시 봉담읍,83,010-6144-5870,2001-11-30,16,703401,184300000,2,368600000,0
송태흥,M,19720531,045023,충남 서천군 화양면,48,010-7700-6500,2008-02-12,10,482130,3000000,8,6000000,0
양륭권,F,20130406,039610,전북 군산시 경암동,7,010-9328-6111,2005-05-26,13,202602302,16400000,3,32800000,0
전세랑,F,19530314,019959,경기 고양시 화전동,67,010-8022-6109,2007-07-08,11,6979792,447400000,3,894800000,0
목하이루,M,19620720,006004,서울 용산구 용산동2가,58,010-7538-9837,2007-01-07,11,880057,34100000,4,68200000,0
독륜엽,M,19730320,002309,서울 구로구 신도림동,47,010-9880-2631,2004-05-30,14,20441757,13000000,4,26000000,0
운박시온,M,19771118,020142,경기 고양시 설문동,43,010-2338-7845,2010-05-12,8,221500,2900000,8,5800000,0
선가흠,M,19310216,006598,서울 종로구 무악동,89,010-3120-0891,2006-04-27,12,679470,244400000,3,488800000,0
좌강로아,F,19560120,013202,인천 남구 용현3동,64,010-4939-7360,2005-06-15,13,5789776,13200000,4,26400000,0
고혜븐,M,19610427,020216,경기 고양시 일산4동,59,010-3538-9473,2008-09-16,9,2898424,6000000,9,12000000,0
손서음,M,19520504,020064,경기 고양시 덕이동,68,010-1548-7390,2002-06-20,16,1563494,2500000,6,5000000,0
심촬스정혁,F,19721007,004466,서울 서초구 잠원동,48,010-5624-0344,2003-12-20,14,685822984,93100000,3,186200000,0
천행남,M,19620610,009819,부산 연제구 거제4동,58,010-5495-1604,2009-06-23,9,548688,13300000,9,26600000,0
서최상,M,19700218,016596,울산 남구 신정1동,50,010-8660-4033,2002-08-05,15,28781,24300000,3,48600000,0
다완응,F,19600810,024243,경기 안양시 안양6동,60,010-9785-0599,2005-12-20,12,81610,454600000,2,909200000,0
현백귄,F,19810211,025028,경기 의왕시 오전동,39,010-3212-3715,2006-10-02,11,4778766,48800000,3,97600000,0
류철일,F,19720111,019837,경기 고양시 고양동,48,010-7301-1381,2009-12-06,8,827699,29400000,4,58800000,0
원춘비,M,19570105,025767,경기 파주시 법원읍,63,010-1067-2874,2007-09-26,10,987752,673600000,3,1347200000,0
피수피차,M,19690415,013389,인천 남구 학익동,51,010-7527-6958,2011-05-02,7,3071352,245500000,2,491000000,0
음지나김,F,19710621,025225,경기 의정부시 용현동,49,010-4418-6335,2008-03-30,10,306193,328900000,2,657800000,0
서문소혁,F,19710318,043211,충남 논산시 부적면,49,010-8214-7122,2007-05-14,11,355041,44300000,6,88600000,0
곡리산,M,19470721,005478,서울 양천구 신월3동,73,010-9980-7329,2004-07-02,14,154264,17200000,4,34400000,0
배승탄,F,19891207,024131,경기 안양시 석수2동,31,010-9274-4457,2004-06-22,14,310274,34500000,4,69000000,0
빙풍현,M,19450423,025690,경기 파주시 교하읍,75,010-8151-1541,2005-09-25,12,3777366,2100000,6,4200000,0
정정향,M,19500109,020336,경기 고양시 풍동,70,010-5492-2434,2004-04-21,14,321655,95500000,3,191000000,0
서문현관,F,19450327,001436,서울 강서구 화곡8동,75,010-8997-7536,2008-09-10,9,927761,300800000,3,601600000,0
간윤재다나,M,19651209,006468,서울 은평구 응암2동,55,010-1047-6712,2002-06-08,16,4482714,268600000,4,537200000,104300000
수기설,F,19740908,025700,경기 파주시 교하읍,46,010-9722-6463,2002-05-13,16,838879574,177300000,2,354600000,0
용에릭폴,F,19550226,025645,경기 파주시 금촌동,65,010-1754-5111,2006-06-28,12,215834,13600000,5,27200000,0
탁량헌,F,19690817,003857,서울 마포구 서교동,51,010-7291-0538,2003-08-20,14,21496042,509400000,1,1018800000,0
범배나,F,19600117,023477,경기 안산시 원곡동,60,010-8205-9343,2001-04-10,17,3251161,371500000,2,743000000,0
범애런용,F,19661106,045557,충남 태안군 태안읍,54,010-8862-9177,2002-09-02,15,493209,63700000,6,127400000,0
동영온,M,19650107,021794,경기 부천시 소사본동,55,010-4860-4469,2005-11-15,12,8783092,17500000,6,35000000,7500000
배폴정,M,19400729,025114,경기 의정부시 금오동,80,010-7496-7455,2004-02-16,14,871278,3600000,8,7200000,0
망절아델태연,M,19850924,048529,경기 고양시 주엽2동,35,010-5200-3110,2006-08-07,11,320593,360400000,4,720800000,0
수엔드류씨,F,19780629,044254,충남 천안시 입장면,42,010-7204-2950,2009-10-15,8,481834,576100000,1,1152200000,0
은응범,M,19490719,020204,경기 고양시 일산3동,71,010-3022-7230,2004-02-05,14,822596,19200000,8,38400000,0
공유밀,M,19470829,000193,서울 강남구 대치동,73,010-8422-9871,2006-01-02,12,440352,40400000,7,80800000,0
필탁률,F,19790406,012474,대구 수성구 수성동1가,41,010-3906-9748,2001-04-06,17,234163,45000000,3,90000000,0
번이브로즈,M,20090902,129277,경남 창원시 소계동,11,010-8582-7994,2002-04-01,16,3832944,382500000,3,765000000,0
길마함,F,19650301,025700,경기 파주시 교하읍,55,010-3019-8854,2006-08-24,11,397100,4200000,6,8400000,0
어완파,F,19700705,048583,경기 고양시 백석동,50,010-9261-8099,2005-12-26,12,9841048,165100000,2,330200000,0
담의식,M,19630620,025175,경기 의정부시 신곡1동,57,010-6688-9139,2007-12-19,10,965717,5000000,7,10000000,0
어금무봉,M,19740822,004201,서울 서대문구 홍제동,46,010-6095-3239,2002-09-10,15,347040,110000000,4,220000000,0
허령효,F,19581124,020508,경기 광명시 소하2동,62,010-8627-7781,2004-12-09,13,372717,218400000,2,436800000,0
용유이치,M,19521004,020184,경기 고양시 일산2동,68,010-8420-1055,2006-04-18,12,693635,6400000,8,12800000,0
낭최태이,F,19560920,001261,서울 강서구 등촌2동,64,010-7496-7161,2004-03-08,14,763181,25500000,4,51000000,0
민노아케빈,F,19511127,020184,경기 고양시 일산2동,69,010-6132-4720,2004-07-12,13,360579,63400000,7,126800000,0
제갈연태,M,19521007,020214,경기 고양시 일산4동,68,010-6570-5714,2005-09-14,12,43206,21200000,4,42400000,0
육병욱,M,19510420,013169,인천 남구 숭의2동,69,010-6447-6117,2005-02-28,13,970408,24100000,7,48200000,0
손사피나,M,19701129,008603,부산 부산진구 범천1동,50,010-2669-0920,2006-08-11,11,752972,17200000,8,34400000,0
낭실석,M,19681116,005743,서울 영등포구 양평동1가,52,010-1063-5738,2007-02-20,11,9085548,23600000,7,47200000,0
강희란,F,19530226,020312,경기 고양시 탄현동,67,010-9887-7552,2007-01-30,11,145930,162600000,3,325200000,0
좌임영,F,19561205,034451,경북 영덕군 영덕읍,64,010-6499-9244,2002-02-04,16,259469,87500000,3,175000000,0
공함자칸,M,19830727,000811,서울 강동구 암사동,37,010-6691-8631,2004-11-17,13,312175,21200000,6,42400000,0
창채내,F,19850903,017532,강원 동해시 동회동,35,010-5223-7753,2006-11-13,11,317561136,4900000,6,9800000,0
염승종,M,19630412,002398,서울 금천구 독산3동,57,010-5218-4028,2008-03-06,10,588531921,6500000,4,13000000,0
묘결화,F,19460105,025900,경기 파주시 탄현면,74,010-2922-0625,2006-10-15,11,27754899,6400000,8,12800000,0
목서음,F,19491011,000371,서울 강남구 압구정동,71,010-9636-2350,2004-02-09,14,682164,586500000,1,1173000000,0
송이안하준,F,19611019,025700,경기 파주시 교하읍,59,010-1470-2001,2005-10-16,12,5771113,38800000,7,77600000,0
배엠압둘라,F,19730728,022657,경기 수원시 권선동,47,010-3513-3410,2006-04-08,12,391172,15000000,9,30000000,0
풍휘탁,M,19580513,025647,경기 파주시 금촌동,62,010-2443-1748,2005-12-20,12,280087,571900000,2,1143800000,0
산율곤,F,19470207,020003,경기 고양시 화정동,73,010-3852-5398,2006-11-23,11,8050660,170300000,4,340600000,0
계로디,F,19660825,026033,경기 평택시 지산동,54,010-4467-0811,2005-05-24,13,207828,377400000,2,754800000,0
갈윌리엄휘,M,19690610,013437,인천 남동구 간석4동,51,010-5571-9264,2005-11-17,12,659009826,30300000,4,60600000,0
